READ_ONLY,GLOBAL_VALUE,DEFAULT_VALUE,SESSION_VALUE,VARIABLE_NAME,VARIABLE_TYPE,VARIABLE_SCOPE,ENUM_VALUE_LIST,VARIABLE_COMMENT,GLOBAL_VALUE_PATH,NUMERIC_MAX_VALUE,NUMERIC_MIN_VALUE,NUMERIC_BLOCK_SIZE,GLOBAL_VALUE_ORIGIN,COMMAND_LINE_ARGUMENT
NO,ON,ON,NULL,INNODB_FLUSH_SYNC,BOOLEAN,GLOBAL,"OFF,ON",Allow IO bursts at the checkpoints ignoring io_capacity setting.,NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
NO,50000000,50000000,50000000,DEADLOCK_TIMEOUT_LONG,BIGINT UNSIGNED,SESSION,NULL,Long timeout for the two-step deadlock detection (in microseconds),NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,WSREP_GTID_MODE,BOOLEAN,GLOBAL,"OFF,ON","Automatically update the (joiner) node's wsrep_gtid_domain_id value with that of donor's (received during state transfer) and use it in place of gtid_domain_id for all galera transactions. When OFF (default), wsrep_gtid_domain_id is simply ignored (backward compatibility).",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,TOI,TOI,TOI,WSREP_OSU_METHOD,ENUM,SESSION,"TOI,RSU",Method for Online Schema Upgrade,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,MyISAM,MyISAM,MyISAM,STORAGE_ENGINE,VARCHAR,SESSION,NULL,Alias for @@default_storage_engine. Deprecated,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,ON,ON,ON,TCP_NODELAY,BOOLEAN,SESSION,"OFF,ON",Set option TCP_NODELAY (disable Nagle's algorithm) on socket,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,10000,10000,NULL,SYNC_MASTER_INFO,INT UNSIGNED,GLOBAL,NULL,Synchronously flush master info to disk after every #th event. Use 0 to disable synchronous flushing,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,ON,ON,NULL,INNODB_DEADLOCK_DETECT,BOOLEAN,GLOBAL,"OFF,ON","Enable/disable InnoDB deadlock detector (default ON). if set to OFF, deadlock detection is skipped, and we rely on innodb_lock_wait_timeout in case of deadlock.",NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
NO,0,0,NULL,SLAVE_DOMAIN_PARALLEL_THREADS,BIGINT UNSIGNED,GLOBAL,NULL,"Maximum number of parallel threads to use on slave for events in a single replication domain. When using multiple domains, this can be used to limit a single domain from grabbing all threads and thus stalling other domains. The default of 0 means to allow a domain to grab as many threads as it wants, up to the value of slave_parallel_threads.",NULL,16383,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,OFF,INNODB_SNAPSHOT_ISOLATION,BOOLEAN,SESSION,"OFF,ON",Use snapshot isolation (write-write conflict detection).,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,<blank>,<blank>,NULL,INNODB_FT_SERVER_STOPWORD_TABLE,VARCHAR,GLOBAL,NULL,The user supplied stopword table name.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,OFF,OFF,NULL,INNODB_FT_ENABLE_DIAG_PRINT,BOOLEAN,GLOBAL,"OFF,ON",Whether to enable additional FTS diagnostic printout ,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,0,0,0,OPTIMIZER_JOIN_LIMIT_PREF_RATIO,BIGINT UNSIGNED,SESSION,NULL,"For queries with JOIN and ORDER BY LIMIT : make the optimizer consider a join order that allows to short-cut execution after producing #LIMIT matches if that promises N times speedup. (A conservative setting here would be is a high value, like 100 so the short-cutting plan is used if it promises a speedup of 100x or more). Short-cutting plans are inherently risky so the default is 0 which means do not consider this optimization",NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,0.900000,0.900000,NULL,INNODB_DEFRAGMENT_FILL_FACTOR,DOUBLE,GLOBAL,NULL,"A number between [0.7, 1] that tells defragmentation how full it should fill a page. Default is 0.9. Number below 0.7 won't make much sense.This variable, together with innodb_defragment_fill_factor_n_recs, is introduced so defragmentation won't pack the page too full and cause page split on the next insert on every page. The variable indicating more defragmentation gain is the one effective.",NULL,1,0.7,NULL,COMPILE-TIME,REQUIRED
NO,7,7,NULL,INNODB_DEFRAGMENT_N_PAGES,INT UNSIGNED,GLOBAL,NULL,Number of pages considered at once when merging multiple pages to defragment,NULL,32,2,0,COMPILE-TIME,REQUIRED
NO,1,1,NULL,INNODB_FLUSH_NEIGHBORS,BIGINT UNSIGNED,GLOBAL,NULL,"Set to 0 (don't flush neighbors from buffer pool), 1 (flush contiguous neighbors from buffer pool) or 2 (flush neighbors from buffer pool), when flushing a block",NULL,2,0,0,COMPILE-TIME,OPTIONAL
NO,NULL,0,0,IDENTITY,BIGINT UNSIGNED,SESSION ONLY,NULL,Synonym for the last_insert_id variable,NULL,18446744073709551615,0,1,COMPILE-TIME,NULL
NO,2147483647,2147483647,NULL,WSREP_MAX_WS_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Max write set size (bytes),NULL,2147483647,1024,1,COMPILE-TIME,REQUIRED
NO,1,1,1,MYISAM_REPAIR_THREADS,BIGINT UNSIGNED,SESSION,NULL,"If larger than 1, when repairing a MyISAM table all indexes will be created in parallel, with one thread per index. The value of 1 disables parallel repair",NULL,18446744073709551615,1,1,COMPILE-TIME,REQUIRED
NO,REPEATABLE-READ,REPEATABLE-READ,REPEATABLE-READ,TX_ISOLATION,ENUM,SESSION,"READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE",Default transaction isolation level,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,64,64,NULL,GTID_CLEANUP_BATCH_SIZE,INT UNSIGNED,GLOBAL,NULL,"Normally does not need tuning. How many old rows must accumulate in the mysql.gtid_slave_pos table before a background job will be run to delete them. Can be increased to reduce number of commits if using many different engines with --gtid_pos_auto_engines, or to reduce CPU overhead if using a huge number of different gtid_domain_ids. Can be decreased to reduce number of old rows in the table.",NULL,2147483647,0,1,COMPILE-TIME,REQUIRED
NO,2,2,2,JOIN_CACHE_LEVEL,BIGINT UNSIGNED,SESSION,NULL,Controls what join operations can be executed with join buffers. Odd numbers are used for plain join buffers while even numbers are used for linked buffers,NULL,8,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,WSREP_RESTART_SLAVE,BOOLEAN,GLOBAL,"OFF,ON","Should MariaDB slave be restarted automatically, when node joins back to cluster",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,<blank>,<blank>,NULL,REPLICATE_IGNORE_TABLE,VARCHAR,GLOBAL,NULL,"Tells the slave thread not to replicate any statement that updates the specified table, even if any other tables might be updated by the same statement.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,4294967295,4294967295,4294967295,MAX_SEEKS_FOR_KEY,BIGINT UNSIGNED,SESSION,NULL,Limit assumed max number of seeks when looking up rows based on a key,NULL,4294967295,1,1,COMPILE-TIME,REQUIRED
NO,0,0,NULL,READ_BINLOG_SPEED_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,Maximum speed(KB/s) to read binlog from master (0 = no limit),NULL,18446744073709551615,0,1,COMPILE-TIME,REQUIRED
NO,0,0,NULL,KEY_CACHE_SEGMENTS,BIGINT UNSIGNED,GLOBAL,NULL,The number of segments in a key cache,NULL,64,0,1,COMPILE-TIME,REQUIRED
NO,full_crc32,full_crc32,NULL,INNODB_CHECKSUM_ALGORITHM,ENUM,GLOBAL,"crc32,strict_crc32,full_crc32,strict_full_crc32","The algorithm InnoDB uses for page checksumming. Possible values are FULL_CRC32 for new files, always use CRC-32C; for old, see CRC32 below; STRICT_FULL_CRC32 for new files, always use CRC-32C; for old, see STRICT_CRC32 below; CRC32 write crc32, allow previously used algorithms to match when reading; STRICT_CRC32 write crc32, do not allow other algorithms to match when reading; New files created with full_crc32 are readable by MariaDB 10.4.3+",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,4096,4096,NULL,QUERY_CACHE_MIN_RES_UNIT,BIGINT UNSIGNED,GLOBAL,NULL,The minimum size for blocks allocated by the query cache,NULL,4294967295,0,8,COMPILE-TIME,REQUIRED
NO,immediate,immediate,NULL,ARIA_LOG_PURGE_TYPE,ENUM,GLOBAL,"immediate,external,at_flush",Specifies how Aria transactional log will be purged,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,ON,ON,NULL,MYSQL56_TEMPORAL_FORMAT,BOOLEAN,GLOBAL,"OFF,ON","Use MySQL-5.6 (instead of MariaDB-5.3) format for TIME, DATETIME, TIMESTAMP columns.",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,<blank>,<blank>,NULL,REPLICATE_WILD_IGNORE_TABLE,VARCHAR,GLOBAL,NULL,Tells the slave thread to not replicate to the tables that match the given wildcard pattern.,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,OFF,OFF,NULL,THREAD_POOL_EXACT_STATS,BOOLEAN,GLOBAL,"OFF,ON","If set to 1, provides better statistics in information_schema threadpool tables",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,10000,10000,10000,DEADLOCK_TIMEOUT_SHORT,BIGINT UNSIGNED,SESSION,NULL,Short timeout for the two-step deadlock detection (in microseconds),NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,WSREP_DESYNC,BOOLEAN,GLOBAL,"OFF,ON",To desynchronize the node from the cluster,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,8388608,262144,8388608,READ_RND_BUFFER_SIZE,BIGINT UNSIGNED,SESSION,NULL,"When reading rows in sorted order after a sort, the rows are read through this buffer to avoid a disk seeks",NULL,2147483647,1,1,CONFIG,REQUIRED
NO,OFF,OFF,OFF,SESSION_TRACK_STATE_CHANGE,BOOLEAN,SESSION,"OFF,ON",Track changes to the session state.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,SYSTEM,SYSTEM,SYSTEM,TIME_ZONE,VARCHAR,SESSION,NULL,"The current time zone, used to initialize the time zone for a client when it connects. Set to SYSTEM by default, in which the client uses the system time zone value.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,1073741824,1073741824,NULL,ARIA_LOG_FILE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Limit for transaction log size,NULL,4294967295,8388608,8192,COMPILE-TIME,REQUIRED
NO,62,62,62,OPTIMIZER_SEARCH_DEPTH,BIGINT UNSIGNED,SESSION,NULL,"Maximum depth of search performed by the query optimizer. Values larger than the number of relations in a query result in better query plans, but take longer to compile a query. Values smaller than the number of tables in a relation result in faster optimization, but may produce very bad query plans. If set to 0, the system will automatically pick a reasonable value.",NULL,62,0,1,COMPILE-TIME,REQUIRED
NO,ON,ON,ON,INNODB_TABLE_LOCKS,BOOLEAN,SESSION,"OFF,ON",Enable InnoDB locking in LOCK TABLES,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,0,0,NULL,TCP_KEEPALIVE_TIME,INT,GLOBAL,NULL,"Timeout, in seconds, with no activity until the first TCP keep-alive packet is sent.If set to 0, system dependent default is used.",NULL,2147483,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,INNODB_FORCE_PRIMARY_KEY,BOOLEAN,GLOBAL,"OFF,ON",Do not allow creating a table without primary key (off by default),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,OFF,OFF,NULL,READ_ONLY,BOOLEAN,GLOBAL,"OFF,ON","Make all non-temporary tables read-only, with the exception for replication (slave) threads and users with the SUPER privilege",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,ON,ON,NULL,RELAY_LOG_PURGE,BOOLEAN,GLOBAL,"OFF,ON",if disabled - do not purge relay logs. if enabled - purge them as soon as they are no more needed.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,640000000,640000000,NULL,INNODB_FT_TOTAL_CACHE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Total memory allocated for InnoDB Fulltext Search cache,NULL,1099511627776,32000000,0,COMPILE-TIME,REQUIRED
NO,16000,16000,16000,OPTIMIZER_MAX_SEL_ARGS,BIGINT UNSIGNED,SESSION,NULL,"The maximum number of SEL_ARG objects created when optimizing a range. If more objects would be needed, the range will not be used by the optimizer.",NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,0,1,NULL,INNODB_FAST_SHUTDOWN,INT UNSIGNED,GLOBAL,NULL,"Speeds up the shutdown process of the InnoDB storage engine. Possible values are 0, 1 (faster), 2 (crash-like), 3 (fastest clean).",NULL,3,0,0,CONFIG,OPTIONAL
NO,0,0,0,IDLE_TRANSACTION_TIMEOUT,INT UNSIGNED,SESSION,NULL,The number of seconds the server waits for idle transaction,NULL,31536000,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,OFF,WSREP_DIRTY_READS,BOOLEAN,SESSION,"OFF,ON",Allow reads even when the node is not in the primary component.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,ON,ON,ON,UNIQUE_CHECKS,BOOLEAN,SESSION,"OFF,ON","If set to 1, the default, secondary indexes in InnoDB tables are performed. If set to 0, storage engines can (but are not required to) assume that duplicate keys are not present in input data. Set to 0 to speed up imports of large tables to InnoDB. The storage engine will still issue a duplicate key error if it detects one, even if set to 0.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,OFF,NULL,PERFORMANCE_SCHEMA,BOOLEAN,GLOBAL,"OFF,ON",Enable the performance schema.,NULL,NULL,NULL,NULL,CONFIG,OPTIONAL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_WAITS_HISTORY_SIZE,BIGINT,GLOBAL,NULL,"Number of rows per thread in EVENTS_WAITS_HISTORY. Use 0 to disable, -1 for automated sizing.",NULL,1024,-1,1,COMPILE-TIME,REQUIRED
YES,90,90,NULL,PERFORMANCE_SCHEMA_MAX_COND_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of condition instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,32768,32768,NULL,PERFORMANCE_SCHEMA_MAX_FILE_HANDLES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of opened instrumented files.,NULL,1048576,0,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_COND_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented condition objects. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_RWLOCK_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented RWLOCK objects. Use 0 to disable, -1 for automated sizing.",NULL,104857600,-1,1,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,INNODB_ENCRYPT_TEMPORARY_TABLES,BOOLEAN,GLOBAL,"OFF,ON",Enrypt the temporary table data.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_PREPARED_STATEMENTS_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented prepared statements. Use 0 to disable, -1 for automated scaling.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,10,10,NULL,PERFORMANCE_SCHEMA_MAX_STATEMENT_STACK,BIGINT UNSIGNED,GLOBAL,NULL,Number of rows per thread in EVENTS_STATEMENTS_CURRENT.,NULL,256,1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_STAGES_HISTORY_LONG_SIZE,BIGINT,GLOBAL,NULL,"Number of rows in EVENTS_STAGES_HISTORY_LONG. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_MUTEX_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented MUTEX objects. Use 0 to disable, -1 for automated sizing.",NULL,104857600,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,NULL,NULL,LOG_BIN_INDEX,VARCHAR,GLOBAL,NULL,File that holds the names for last binary log files.,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,50,50,NULL,PERFORMANCE_SCHEMA_MAX_RWLOCK_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of rwlock instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,8,8,NULL,INNODB_ADAPTIVE_HASH_INDEX_PARTS,BIGINT UNSIGNED,GLOBAL,NULL,Number of InnoDB Adaptive Hash Index Partitions (default 8),NULL,512,1,0,COMPILE-TIME,OPTIONAL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_ACCOUNTS_SIZE,BIGINT,GLOBAL,NULL,"Maximum number of instrumented user@host accounts. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_SETUP_OBJECTS_SIZE,BIGINT,GLOBAL,NULL,Maximum number of rows in SETUP_OBJECTS.,NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_INDEX_STAT,BIGINT,GLOBAL,NULL,"Maximum number of index statistics for instrumented tables. Use 0 to disable, -1 for automated scaling.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,210,210,NULL,PERFORMANCE_SCHEMA_MAX_MUTEX_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of mutex instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_TRANSACTIONS_HISTORY_LONG_SIZE,BIGINT,GLOBAL,NULL,"Number of rows in EVENTS_TRANSACTIONS_HISTORY_LONG. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,REPORT_HOST,VARCHAR,GLOBAL,NULL,"Hostname or IP of the slave to be reported to the master during slave registration. Will appear in the output of SHOW SLAVE HOSTS. Leave unset if you do not want the slave to register itself with the master. Note that it is not sufficient for the master to simply read the IP of the slave off the socket once the slave connects. Due to NAT and other routing issues, that IP may not be valid for connecting to the slave from the master or other hosts",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_STAGES_HISTORY_SIZE,BIGINT,GLOBAL,NULL,"Number of rows per thread in EVENTS_STAGES_HISTORY. Use 0 to disable, -1 for automated sizing.",NULL,1024,-1,1,COMPILE-TIME,REQUIRED
YES,1048576,1048576,NULL,INNODB_SORT_BUFFER_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Memory buffer size for index creation,NULL,67108864,65536,0,COMPILE-TIME,REQUIRED
YES,160,160,NULL,PERFORMANCE_SCHEMA_MAX_STAGE_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of stage instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,066e8d6aeabc13242193780341e0f845528105de,NULL,NULL,VERSION_SOURCE_REVISION,VARCHAR,GLOBAL,NULL,Source control revision id for MariaDB source code,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,ON,NULL,NULL,LARGE_FILES_SUPPORT,BOOLEAN,GLOBAL,"OFF,ON",Whether mysqld was compiled with options for large file support,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_SETUP_ACTORS_SIZE,BIGINT,GLOBAL,NULL,Maximum number of rows in SETUP_ACTORS.,NULL,1024,-1,1,COMPILE-TIME,REQUIRED
YES,OpenSSL 1.1.1k  FIPS 25 Mar 2021,NULL,NULL,VERSION_SSL_LIBRARY,VARCHAR,GLOBAL,NULL,Version of the used SSL library,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,(built-in),<blank>,NULL,FT_STOPWORD_FILE,VARCHAR,GLOBAL,NULL,Use stopwords from this file instead of built-in list,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,70,150,NULL,BACK_LOG,BIGINT UNSIGNED,GLOBAL,NULL,The number of outstanding connection requests MariaDB can have. This comes into play when the main MariaDB thread gets very many connection requests in a very short time,NULL,65535,0,1,AUTO,REQUIRED
YES,84,84,NULL,FT_MAX_WORD_LEN,BIGINT UNSIGNED,GLOBAL,NULL,The maximum length of the word to be included in a FULLTEXT index. Note: FULLTEXT indexes must be rebuilt after changing this variable,NULL,84,10,1,COMPILE-TIME,REQUIRED
YES,1024,1024,NULL,MAX_DIGEST_LENGTH,INT UNSIGNED,GLOBAL,NULL,Maximum length considered for digest text.,NULL,1048576,0,1,COMPILE-TIME,REQUIRED
YES,127.0.0.1,<blank>,NULL,BIND_ADDRESS,VARCHAR,GLOBAL,NULL,IP address to bind to.,NULL,NULL,NULL,NULL,CONFIG,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_TRANSACTIONS_HISTORY_SIZE,BIGINT,GLOBAL,NULL,"Number of rows per thread in EVENTS_TRANSACTIONS_HISTORY. Use 0 to disable, -1 for automated sizing.",NULL,1024,-1,1,COMPILE-TIME,REQUIRED
YES,"BACKUP,QUICK","BACKUP,QUICK",NULL,MYISAM_RECOVER_OPTIONS,SET,GLOBAL,"DEFAULT,BACKUP,FORCE,QUICK,BACKUP_ALL,OFF",Specifies how corrupted tables should be automatically repaired,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,/var/lib/mysql/,/var/lib/mysql/,NULL,DATADIR,VARCHAR,GLOBAL,NULL,Path to the database root directory,NULL,NULL,NULL,NULL,CONFIG,REQUIRED
YES,<blank>,<blank>,NULL,REPORT_PASSWORD,VARCHAR,GLOBAL,NULL,The account password of the slave to be reported to the master during slave registration,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,4,4,NULL,FT_MIN_WORD_LEN,BIGINT UNSIGNED,GLOBAL,NULL,The minimum length of the word to be included in a FULLTEXT index. Note: FULLTEXT indexes must be rebuilt after changing this variable,NULL,84,1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_PROGRAM_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented programs. Use 0 to disable, -1 for automated scaling.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_HOSTS_SIZE,BIGINT,GLOBAL,NULL,"Maximum number of instrumented hosts. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,./,<blank>,NULL,INNODB_LOG_GROUP_HOME_DIR,VARCHAR,GLOBAL,NULL,Path to InnoDB log files.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,DISABLED,NULL,NULL,HAVE_SSL,VARCHAR,GLOBAL,NULL,"If the server supports secure connections, will be set to YES, otherwise will be set to NO. If set to DISABLED, the server was compiled with TLS support, but was not started with TLS support (see the mysqld options). See also have_openssl.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,OFF,OFF,NULL,CORE_FILE,BOOLEAN,GLOBAL,"OFF,ON",Write core on crashes,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_DIGESTS_SIZE,BIGINT,GLOBAL,NULL,"Size of the statement digest. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,20,20,NULL,FT_QUERY_EXPANSION_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,Number of best matches to use for query expansion,NULL,1000,0,1,COMPILE-TIME,REQUIRED
YES,ON,NULL,NULL,ARIA_USED_FOR_TEMP_TABLES,BOOLEAN,GLOBAL,"OFF,ON",Whether temporary tables should be MyISAM or Aria,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_EVENTS_WAITS_HISTORY_LONG_SIZE,BIGINT,GLOBAL,NULL,"Number of rows in EVENTS_WAITS_HISTORY_LONG. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,INNODB_ROLLBACK_ON_TIMEOUT,BOOLEAN,GLOBAL,"OFF,ON","Roll back the complete transaction on lock wait timeout, for 4.x compatibility (disabled by default)",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,<blank>,<blank>,NULL,LC_MESSAGES_DIR,VARCHAR,GLOBAL,NULL,Directory where error messages are,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,OFF,OFF,NULL,LARGE_PAGES,BOOLEAN,GLOBAL,"OFF,ON",Enable support for large pages,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,228,228,NULL,PERFORMANCE_SCHEMA_MAX_STATEMENT_CLASSES,BIGINT UNSIGNED,GLOBAL,NULL,Maximum number of statement instruments.,NULL,256,0,1,COMPILE-TIME,REQUIRED
YES,ON,ON,NULL,REPLICATE_ANNOTATE_ROW_EVENTS,BOOLEAN,GLOBAL,"OFF,ON",Tells the slave to write annotate rows events received from the master to its own binary log. Ignored if log_slave_updates is not set,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,/var/lib/mysql/mysql.sock,<blank>,NULL,SOCKET,VARCHAR,GLOBAL,NULL,Socket file to use for connection,NULL,NULL,NULL,NULL,CONFIG,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_THREAD_INSTANCES,BIGINT,GLOBAL,NULL,"Maximum number of instrumented threads. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,GvClgBpP9runj64iwJe3SbE2hoU=,NULL,NULL,SERVER_UID,VARCHAR,GLOBAL,NULL,Automatically calculated server unique id hash,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_SESSION_CONNECT_ATTRS_SIZE,BIGINT,GLOBAL,NULL,"Size of session attribute string buffer per thread. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,SSL_CA,VARCHAR,GLOBAL,NULL,"CA file in PEM format (check OpenSSL docs, implies --ssl)",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_USERS_SIZE,BIGINT,GLOBAL,NULL,"Maximum number of instrumented users. Use 0 to disable, -1 for automated sizing.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,-1,-1,NULL,PERFORMANCE_SCHEMA_MAX_TABLE_LOCK_STAT,BIGINT,GLOBAL,NULL,"Maximum number of lock statistics for instrumented tables. Use 0 to disable, -1 for automated scaling.",NULL,1048576,-1,1,COMPILE-TIME,REQUIRED
YES,8,8,NULL,TABLE_OPEN_CACHE_INSTANCES,INT UNSIGNED,GLOBAL,NULL,Maximum number of table cache instances,NULL,64,1,1,COMPILE-TIME,REQUIRED
YES,relay-log.info,<blank>,NULL,RELAY_LOG_INFO_FILE,VARCHAR,GLOBAL,NULL,The location and name of the file that remembers where the SQL replication thread is in the relay logs.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
